Id,Prediction
0,2548215.927671285
1,3390527.485718933
2,4487865.747902019
3,3486021.180228043
4,3103686.9438908705
5,3937118.361205977
6,4279677.041677626
7,3212153.64803426
8,4035994.5875303606
9,3518709.6004208666
10,3742769.5302879335
11,3909171.956038277
12,3516558.4323353497
13,3478589.97135807
14,4166665.802253143
15,4221517.303857237
16,7981389.8834673725
17,3392711.609894927
18,5148410.157036975
19,4295232.501705491
20,4274070.171430991
21,7552586.283706942
22,4886114.5924946265
23,5763300.3335472075
24,4418840.019515432
25,2872498.0084208813
26,3029847.9311450324
27,4794384.969363778
28,4562698.980396137
29,3794904.2079214454
30,4987408.637963586
31,4341666.825033865
32,4018177.481710932
33,4662439.174533399
34,5935717.153924099
35,4531412.351620037
36,3084047.400863656
37,6848611.873497003
38,5267963.619263465
39,5081469.911252195
40,4979828.454833682
41,4421102.270754724
42,4199534.524838971
43,4848716.880739912
44,4052584.414807846
45,3839749.209889198
46,3210990.172072334
47,4038473.1339749144
48,5292043.814754451
49,3834845.773824694
50,5447577.730329557
51,3545871.044575317
52,2888954.358671061
53,2883635.2619196004
54,4300595.10977414
55,3461558.43945745
56,5338487.850494103
57,4143076.52094584
58,4020973.9392306576
59,4168423.133526195
60,2892463.7387080765
61,5854026.555949932
62,5930672.848150342
63,3634687.1722109253
64,3523503.905667315
65,5884764.267264974
66,4469497.197539127
67,4866911.751731059
68,5501169.825843461
69,3680241.597108193
70,3190312.0213739458
71,4373384.881368348
72,3016417.4436392505
73,3369011.026317718
74,6248745.727373321
75,5914672.144379354
76,3029664.353348461
77,6479701.426043062
78,3541521.8154165726
79,4063571.6144097517
80,4606965.301581478
81,3957193.5012678085
82,4876067.5660567405
83,3542019.4198471084
84,7835312.7694995105
85,4655533.019591323
86,4368065.767419622
87,3495179.9069513427
88,3226474.0462397374
89,5238476.150002331
90,3972376.1716627586
91,4321592.5036105625
92,3208246.93392338
93,4448101.59222544
94,5780265.674094856
95,4275051.502796739
96,3505195.1747920867
97,3315170.255271226
98,3510609.924584456
99,3351959.3932230636
100,3171959.5792639526
101,2737886.5838159565
102,5000490.087033204
103,4606191.058137183
104,6203155.701679949
105,3836645.968274202
106,4581102.890265771
107,3257134.602718592
108,4722210.58366621
109,5919115.442286925
110,4644360.992659487
111,4982307.484136504
112,6230104.589697583
113,5761453.038411872
114,3115577.635089507
115,6668093.093711366
116,3239235.208762448
117,3415577.7633705027
118,4345376.414938872
119,5870564.191608985
120,6092872.447006974
121,5097022.206347116
122,4127689.306211477
123,7309767.374005918
124,3179527.427867248
125,4013284.0454051495
126,5720914.388563462
127,3687765.8443928673
128,6209360.422222509
129,4080417.5374288834
130,3190908.6622589305
131,4301677.909167676
132,3770715.759991083
133,5032622.29992311
134,3784687.8285189103
135,3763993.2171648275
136,2975837.0530936024
137,3497116.892895242
138,3799272.4959384454
139,3949521.1667692615
140,5053419.313874782
141,3817639.977344736
142,3374258.3034953517
143,5489564.958222153
144,3865036.512399551
145,4679312.273287799
146,4145222.696522747
147,4022220.592929561
148,3386735.9274556297
149,4397793.878103528
150,4766766.397535792
151,4173421.133401373
152,4900804.780880057
153,6695024.963114223
154,3035744.8594656633
155,5366070.20316545
156,5167235.793508424
157,3842711.800427454
158,3786771.641466109
159,3842938.23872631
160,2666658.0669934927
161,3395308.104241057
162,6404709.253422011
163,4343466.185449761
164,6062700.288606895
165,5799326.734470554
166,4153329.2280939706
167,6323725.513388046
168,5837361.591111668
169,4596544.603125528
170,3727707.2521760524
171,3142113.2553690528
172,4350405.337285407
173,7282576.521718139
174,4306311.927755745
175,4629942.888888272
176,7950395.712097413
177,4500577.81351493
178,4025198.2077275096
179,3241581.794238583
180,5931043.6785291545
181,3947031.6054989183
182,4116059.268310005
183,3353555.1106777997
184,3676688.570248879
185,3683828.90181541
186,5790936.786524715
187,4594741.619507021
188,5180190.128699034
189,4569591.681778426
190,5014106.176983232
191,3301774.2781168655
192,5857697.798991388
193,4701778.314487463
194,2934819.5539245373
195,3560921.740271956
196,3683094.95595776
197,3534606.482718449
198,4232934.921310416
199,3417063.8472657627
200,4172600.2809782913
201,3599130.159136729
202,6134133.606609671
203,4327860.540992808
204,7559062.903485346
205,4712001.746380737
206,3536325.444058461
207,3991942.24476488
208,4363439.565437815
209,2791918.25208127
210,7057665.38268502
211,3749732.024436192
212,3040307.039324432
213,3719853.667419613
214,4546503.675066141
215,2742918.447928532
216,3729129.23422827
217,4470522.36720409
218,3966746.833538916
219,3165520.3788555856
220,8193270.124759861
221,3355372.780222096
222,3915780.1789245256
223,2915761.9538691393
224,2924955.615685562
225,4130431.9112230144
226,3024360.9594339593
227,4201822.000537218
228,3174382.7002486666
229,5569925.326962859
230,5374001.026482615
231,8059793.388786912
232,4445554.524221578
233,3721141.853959974
234,3814678.7436629324
235,4689681.024815442
236,3719649.7293316913
237,2971505.584258269
238,4297978.7367612
239,3745753.733014479
240,3766521.5301583176
241,3344431.021087146
242,3388757.2455970095
243,5083456.484879852
244,3824941.1713282056
245,4826602.404029671
246,4264002.472990005
247,4930214.734180164
248,5561416.418736938
249,3629289.385440778
250,3466581.1769197383
251,4584186.836435396
252,5124341.622726969
253,2629487.5339528103
254,3526113.033962332
255,4519511.578226207
256,2869401.3888470973
257,4201430.400025423
258,4177890.150067511
259,4104791.374045004
260,2934676.2394793625
261,3170162.037799167
262,3618858.1596003724
263,2893495.667403006
264,2917365.6177319903
265,8031614.373602633
266,3765057.1834070585
267,5250850.9732524045
268,4406347.388930099
269,3444972.9734467254
270,3669036.7340649394
271,6632461.2350250855
272,3791553.9869344467
273,4380118.68068336
274,3767420.407136984
275,5011469.297370081
276,6140321.879480181
277,3187560.8849788536
278,4529468.107779473
279,3297957.7059898614
280,3482126.081586418
281,4991929.393627936
282,4803570.508940548
283,4207278.3131892225
284,4566884.193775429
285,3243672.134340429
286,4919938.180315988
287,3877293.5158437626
288,4189969.3296904094
289,3602300.246453625
290,4462103.933442028
291,3812719.352413786
292,3076997.7468913966
293,3982091.157719017
294,4518146.276360038
295,3939694.042464629
296,9196307.987098305
297,2670450.880605538
298,3955698.346256906
299,4210921.170016168
300,5045414.131935156
301,5095329.172413272
302,6813544.018447049
303,6078092.866325833
304,3817077.9996295064
305,4038972.593280327
306,3403671.0459004897
307,7746243.653727355
308,3371239.664633161
309,3123394.8949941527
310,5915001.855600023
311,3876318.605011061
312,4733320.963758256
313,3694857.6931994976
314,4875896.013481987
315,4517440.210397087
316,4795968.752531712
317,3441546.3237314275
318,6069906.753353247
319,4822792.099914488
320,4018019.8581323167
321,5095560.838108544
322,3256875.3745444645
323,4348925.931797007
324,5506956.006476082
325,4493847.997114852
326,6093141.060126585
327,3826393.7514422648
328,4197757.9595582625
329,5145489.554185711
330,5503023.376060382
331,6467794.432410287
332,5206648.87537986
333,6632028.296277812
334,3981376.136668355
335,3567268.5874768724
336,3597993.744692953
337,3655953.2988619423
338,4508171.853099324
339,3892101.8638821156
340,3618585.1330227694
341,3474770.534327736
342,6087330.698909835
343,3771086.9313972197
344,3291604.071125071
345,3919352.67517375
346,3786381.023612497
347,4198940.762409662
348,3162080.3620990696
349,4359734.130954097
350,3098770.419563171
351,3363228.16739987
352,4005517.9631071747
353,2980594.419842161
354,2904399.818405821
355,4205241.90290174
356,6848976.236333356
357,3815196.111202155
358,4233755.080750954
359,4954657.4788307035
360,4080417.5374288834
361,3174778.246540902
362,2900566.061903331
363,4842489.542860351
364,4353278.691656403
365,3729001.2569344887
366,3823737.123374716
367,2933435.1675539897
368,3664338.0287182136
369,3666469.287960371
370,3462739.798200575
371,3126909.26599603
372,3917557.7026171205
373,5020212.778452346
374,5617344.3389517795
375,4223860.102710463
376,3093330.6609442546
377,4004291.9239765997
378,6323774.133814911
379,4141633.1392867006
380,5333293.28252461
381,3642691.2035100996
382,3169197.0043065646
383,5681284.45256333
384,3941088.3746144916
385,8723366.413798694
386,3266232.043189658
387,4601513.161464609
388,4608184.132547666
389,4366232.488387692
390,2793873.0883927112
391,4756903.437140748
392,4123930.4860221627
393,6474556.184060394
394,4137434.7086804435
395,4610611.628762969
396,3922878.502478977
397,4477599.67709425
398,5871083.691368389
399,4732850.2666226905
400,4894374.985875868
401,3357100.205485707
402,4351896.102581278
403,3838653.666336722
404,4267725.1642380105
405,2962249.0196333705
406,4962497.255193416
407,4204179.599580459
408,3358220.6611190243
409,5509024.029154394
410,4222289.668558294
411,4251586.128550442
412,4958230.2281459
413,4046382.0530132814
414,4505281.3133476395
415,5919980.280273385
416,6544297.944538914
417,2643975.988914625
418,5555688.2733564405
419,3535316.1539234086
420,3935840.572551765
421,3493811.8313681483
422,4404127.77870047
423,3609457.551594275
424,3985961.119916748
425,6160410.929367797
426,3605016.943974099
427,5251880.198399344
428,4315918.537718074
429,4296699.956383903
430,3477133.763764185
431,5432916.401748478
432,3556056.8947887374
433,5285514.985735507
434,4912113.061882581
435,4412679.4267878225
436,3579465.58184009
437,4128724.718656101
438,3933034.498619607
439,5150269.509210802
440,4052521.9652467687
441,5485163.075491774
442,3444546.543456413
443,4418874.942011598
444,6442702.486732624
445,5368773.407944185
446,7100951.041442035
447,3207065.6905688453
448,3722615.4707620316
449,4886203.235544812
450,5018021.71958972
451,5736759.67994019
452,4301670.198894006
453,4870218.71927516
454,4374782.220052376
455,5808519.581995227
456,3665159.8408155795
457,5465940.289917791
458,3508898.3180045174
459,2666475.657089007
460,3657465.929150409
461,4062892.469928905
462,4188058.1886881487
463,3031881.234476701
464,3823152.590779996
465,3998466.6475432883
466,4327006.859572468
467,4099848.137442743
468,4414631.0915623605
469,4165593.933821756
470,4696562.447389077
471,4278708.6524037905
472,5811127.407523746
473,5235113.634655898
474,5555766.079452597
475,3243374.0439039324
476,3704840.009571631
477,3469043.2204823424
478,3245814.5606231554
479,5086727.697043241
480,4777264.536560807
481,5988775.139539941
482,3694883.734413271
483,4597000.562267898
484,4488186.985976002
485,5919733.172318303
486,5686835.420652457
487,3871470.6811508313
488,4186236.6900764992
489,4341419.56350368
490,4850823.589888379
491,5008411.800970605
492,4455307.174064316
493,5086702.833413685
494,6854481.633312651
495,3839612.0597703173
496,3844743.468964288
497,3728235.7051454666
498,4177951.4229702945
499,5260751.511298286
500,4414222.2953890925
501,3013483.2676060414
502,4552262.698992871
503,5877524.853061552
504,4002774.305380849
505,3548490.967480864
506,4657033.954367415
507,4626547.285925387
508,3252657.601288759
509,4492456.244070519
510,5802712.411078705
511,7453782.471329965
512,3049830.1295746136
513,4925250.146271246
514,5823189.603137493
515,2920243.9950087876
516,3321436.3225044715
517,4551614.342690876
518,3715708.659584246
519,3585429.0708619235
520,2899315.1413279707
521,6285531.701512796
522,5407162.015732368
523,3640626.722854995
524,4750489.761105578
525,3611837.8571805083
526,3451229.6323788366
527,4352356.918639616
528,5634679.710315369
529,3296026.27590057
530,4361592.86925751
531,5798787.2548173135
532,4633916.196948793
533,2997441.9145740042
534,5326289.332360991
535,4616193.0621002
536,4661880.008711682
537,5276380.3434135495
538,4230922.66639881
539,4126809.0862324787
540,6157852.060924482
541,3355503.13002248
542,3364659.9899797263
543,3590099.495223694
544,4548201.347356337
545,5842556.472385584
546,2558061.1221352955
547,4161141.147008092
548,3713031.407269484
549,6740671.17482595
550,3298681.9315728317
551,3371424.473016143
552,4062735.9477785234
553,6001170.933358154
554,4715718.621845923
555,5033626.339595767
556,2666475.657089007
557,3699156.615809381
558,4984237.878538265
559,3275975.365919384
560,3501339.8200340173
561,4988228.626856083
562,3240893.675895522
563,5482893.175152235
564,3757058.165015477
565,4921168.066652179
566,4567975.50338727
567,6132648.716064243
568,3355085.97811199
569,4011518.5723005366
570,3643258.1607106277
571,3849692.0659691435
572,2855824.6543268324
573,4262383.763590973
574,5618809.463840324
575,2861417.3851824715
576,7812478.707125285
577,6654023.347107781
578,3075965.5011809883
579,4722259.635569163
580,4463159.976277862
581,6833587.122949822
582,3966341.684889261
583,4566071.1480414765
584,3705745.058493919
585,3398367.362728913
586,3948111.1277723564
587,3310045.8784710583
588,4976608.117241575
589,3666710.5588626857
590,3281110.68483643
591,4054198.536253435
592,4338936.8069198225
593,3956444.1760193785
594,3236338.497605415
595,6221202.594380094
596,4926304.602983112
597,4188278.8432497783
598,4077460.652468373
599,4727668.474893076
600,4260605.926640616
601,4914675.979146463
602,6489028.849597458
603,4782497.4741200525
604,6843079.314296498
605,4283095.8707896825
606,4036809.832707548
607,5384794.867291294
608,3658974.677020594
609,4151472.0927357418
610,5361665.569300141
611,3356998.584298755
612,5236964.420302274
613,3727189.3667934895
614,3469938.768070109
615,3005691.536662852
616,3941723.261783635
617,5043821.001341696
618,3229950.2009640737
619,5420329.692038153
620,3618979.688794207
621,5994786.983415148
622,5719968.838760714
623,4404362.484564438
624,3909316.319230022
625,4539091.596951367
626,3804215.4358360185
627,3430593.348327166
628,3355242.5376192057
629,5094508.149949458
630,7771416.059448894
631,5890457.167049103
632,4937438.588580239
633,3582578.935685692
634,3119174.122183714
635,4212025.339591196
636,7403381.704793755
637,3637856.140945399
638,4137356.4181973613
639,4658997.485949882
640,4165797.8774388065
641,5868599.938239992
642,4616698.550475442
643,3426928.1928447396
644,5092670.161666716
645,3227062.814310952
646,4259329.705552747
647,4305682.784094969
648,3809392.403223716
649,4962846.652675408
650,3853874.607829114
651,4134662.401401132
652,3717360.862988979
653,4855251.145699033
654,3251003.2286974103
655,6754720.718845348
656,3893034.696616212
657,6128256.018587742
658,3649773.804806613
659,4360674.598607631
660,4885022.137289252
661,6852207.493610181
662,3648988.2049207315
663,6131020.185967007
664,3569393.6515030186
665,4980053.578206175
666,4826910.987704337
667,2929893.5646679685
668,3479769.7190166973
669,4372170.487030193
670,8239580.358590832
671,4166293.9424465722
672,3790379.423668904
673,3479168.8896735734
674,6239950.406865636
675,4171347.816939556
676,4641858.292952291
677,3857924.993264965
678,5533844.546885518
679,4223115.209559105
680,3537534.815152109
681,4393815.1685556
682,3316839.7508037747
683,4420520.322090923
684,8395630.36389524
685,3651603.85242394
686,3156025.464325022
687,2751087.845097761
688,5175041.780955686
689,4300835.650600812
690,3354384.92068603
691,3325680.4237435143
692,6633858.936838099
693,4284173.488792872
694,4999688.027597322
695,3793679.6506940313
696,3851555.8432876403
697,3690812.3181622466
698,3504140.3926774766
699,3448394.472194824
700,5987703.758788159
701,4241694.503183804
702,5089633.4517156165
703,5059845.400886195
704,4486046.2764456365
705,4133998.2671214845
706,5315365.912830258
707,6141628.672772924
708,3505319.7694418225
709,3391190.192882342
710,5449059.652944213
711,6018012.335096203
712,3889193.174149161
713,3151425.535553378
714,4433742.154150767
715,3917599.705696305
716,4728537.795572208
717,3809671.03872252
718,4613420.376073156
719,4775513.592068225
720,4210896.089203744
721,6059099.7338655405
722,4689820.201943756
723,4688689.527332192
724,5858824.658389852
725,5527887.356835832
726,3789763.7391524976
727,2831623.706007519
728,3336392.2551193065
729,5702666.913060848
730,3819119.359191187
731,3990353.284148268
732,4218294.462008569
733,4274495.333665387
734,5163262.48427506
735,3097788.102950312
736,3089630.9898867705
737,5655677.16447377
738,3251032.492568156
739,3420502.7912045573
740,5613492.842842247
741,3370114.4282147186
742,4266081.618886171
743,4837756.249132862
744,3820118.510576491
745,4345442.312306471
746,4001501.234074167
747,3488811.990413369
748,4880308.849225383
749,3872301.148836198
750,6994471.767170389
751,2911298.662044037
752,3442634.493680338
753,3726722.6896650163
754,4349469.386822122
755,3123990.2116340646
756,3629318.97850739
757,4732291.157097777
758,4726772.92441424
759,5759818.274600932
760,4718410.675658475
761,4086104.8645674363
762,2987211.035119282
763,4172473.5317200944
764,3822485.873861341
765,4374810.210133213
766,4638444.569810742
767,3910423.248723876
768,4209231.731580187
769,5439601.248323673
770,4715845.97957446
771,4304784.947017291
772,6310155.380278493
773,2610336.665828026
774,3505356.4663753314
775,3995273.8593566027
776,3560974.807262659
777,3872045.6890010186
778,3270256.0242380654
779,3197679.426781551
780,3632609.5651951535
781,3388813.3859382877
782,8975958.380001452
783,3213779.4296087003
784,5647133.776315699
785,4458340.496835758
786,5588541.540926776
787,3647040.7355831363
788,8680345.78165332
789,5847905.635089443
790,3629426.8566185827
791,4121591.7475226545
792,3319234.6649669213
793,4363103.116669778
794,3197251.372289345
795,4782585.182050856
796,3196783.7525656507
797,4961520.008491689
798,5173755.79253181
799,5066611.213740911
800,3593154.5682197595
801,3423302.0282360385
802,4445640.806906098
803,5526659.689201182
804,4430645.161326691
805,3282492.863504831
806,4110163.2247032844
807,3778002.898605238
808,6741824.180447423
809,3201077.1142805964
810,4572268.563408104
811,3570353.80577364
812,3624048.44015727
813,6819706.570509687
814,3089564.608148602
815,3413025.416784451
816,2918816.131705644
817,3217005.8824976427
818,3321321.400660435
819,4159835.5155324573
820,4802429.343725365
821,3201815.2808161457
822,5671886.059144065
823,2861898.0983156613
824,4519615.413827879
825,4822465.034730371
826,4822332.937379689
827,3872469.7295531975
828,7076001.832147266
829,3394576.8626541044
830,4146725.5616061916
831,4880735.157839386
832,5192299.230210572
833,4329066.5220955415
834,4562800.718419895
835,3478282.5964237396
836,2729218.1577881696
837,8427594.018760616
838,3025407.466624166
839,2998423.4083713326
840,4518418.554930528
841,2794209.958631603
842,3675297.993225664
843,3183257.23626369
844,5763040.018756512
845,4434153.671842801
846,3219902.476057603
847,4012859.1427344834
848,3546354.982537624
849,4614188.717137437
850,4706006.9009304615
851,4092034.419626899
852,4877733.081828264
853,4480893.9475978175
854,4514008.520108113
855,4101394.575644015
856,4885292.360113958
857,3218250.698981968
858,3252379.8883697074
859,3343468.7209149194
860,3072044.350708288
861,4848556.138776394
862,4137986.329530046
863,6380783.993253925
864,4547658.089254061
865,4504086.251337678
866,3418467.747773285
867,2853191.6004845537
868,3315170.255271226
869,4441352.709733428
870,4197863.781857518
871,4955362.721157584
872,2750622.5771779907
873,5176382.022319395
874,3126702.381446628
875,4340607.423619287
876,5498931.263442213
877,7917908.160513707
878,2745724.2371462714
879,6314134.699930994
880,4281041.610296885
881,3403065.100897052
882,3026671.504749705
883,5219115.974361648
884,3977179.973153211
885,3770565.543021169
886,4574992.062215959
887,5656960.178196776
888,3450528.5745454635
889,5405327.401155111
890,3977830.2235033945
891,6721508.598800359
892,4740266.242870917
893,3493894.0915619936
894,4083655.456704783
895,4472655.603213376
896,5653652.981277227
897,4581275.051118687
898,3034764.376898304
899,6165927.889599844
900,5137415.060070714
901,6911207.488792386
902,4894542.000514864
903,4541599.398138379
904,4667392.203289324
905,3438958.5469337683
906,2690634.2853173353
907,3716077.2514125216
908,4622712.715502086
909,3224013.94928612
910,4316083.031051776
911,4410883.151218398
912,4437530.243670397
913,4045849.9422746804
914,3318221.8918894688
915,4703876.8132397
916,3745045.5633191094
917,3305333.9709244585
918,5749411.853625111
919,3301910.6095217587
920,4739541.35626386
921,3628147.47223593
922,3725227.9425764433
923,3210978.116765226
924,3661749.2684735395
925,4321780.011776963
926,6017049.411287885
927,6013696.762565473
928,6427978.123994931
929,4091755.88824533
930,4579529.5492568305
931,4356453.726841779
932,4129615.64614206
933,3712323.248706156
934,3577049.3886315986
935,3453328.385993143
936,2480382.6758243125
937,3255331.089666603
938,4073535.698002339
939,4737018.263416963
940,3616406.1185433255
941,3590711.329387852
942,5228864.677300362
943,5025085.518791804
944,4506254.982299467
945,4077005.4744614353
946,4242936.95543005
947,5400090.1004923135
948,3370854.0777083947
949,3330139.8768694308
950,8565068.827062724
951,3726695.486343201
952,4865632.53918524
953,3208719.257927074
954,5155541.592347883
955,4641328.471932945
956,4647336.026733027
957,4855116.571866971
958,4791926.303288223
959,3098776.539016795
960,5708513.856595119
961,4156187.9632071266
962,4071361.508521509
963,5312134.887726521
964,4801738.842786137
965,3250144.545077811
966,4083202.5499438467
967,4325853.152536512
968,3806270.862381123
969,3039048.995172595
970,3533309.879309459
971,3848750.9804660995
972,4221398.449771687
973,3964772.925760052
974,3878351.4891093234
975,3331774.6739775543
976,3667362.0938786548
977,4372201.261133826
978,3891943.027872177
979,7494548.870308829
980,5715333.548065554
981,3094385.523573859
982,3985708.3509826614
983,5244957.9897181075
984,4576550.428973065
985,3569756.6025784225
986,4128031.521851926
987,3939285.7560771634
988,5990456.409108506
989,3427122.8509536763
990,3806813.01576516
991,3383635.440250013
992,3368441.058256139
993,6117596.5843705125
994,3995258.0310695083
995,3180346.589026779
996,7504666.005023671
997,4248367.223989027
998,3337576.409362682
999,4998759.776547214
1000,4077520.5681540994
1001,3728741.345887639
1002,3419198.959678379
1003,4440184.414032848
1004,3352480.089809371
1005,5825692.235991851
1006,3367175.934040985
1007,3238921.8131677746
1008,3847543.7408793373
1009,3413147.9544279985
1010,3464349.0341820973
1011,7381301.762090809
1012,4084186.985039652
1013,4049484.9002095703
1014,3125677.3788490565
1015,4542388.700475548
1016,4621055.659445112
1017,6098757.144044362
1018,3199984.6436363054
1019,5717535.245891565
1020,4549296.254993038
1021,5279582.510862489
1022,4472250.434625548
1023,6158677.275363797
1024,3086219.5131454286
1025,2802622.7678806717
1026,3802374.8415256515
1027,2859180.9878780195
1028,5069538.596680797
1029,3604317.7814879976
1030,2884449.483782428
1031,3672055.3596284725
1032,2694206.081159494
1033,3610113.065715063
1034,5785538.042758899
1035,2946473.9710435304
1036,4063397.141214073
1037,5778724.504400123
1038,4498866.043817989
1039,5010579.602485956
1040,4144932.7572668996
1041,3484738.540878945
1042,5200489.042312972
1043,3246560.6379422015
1044,5518180.041102311
1045,4544546.450514187
1046,3207487.1719188546
1047,4984530.407439734
1048,3439426.9735440016
1049,4042142.2930242564
1050,4423810.260533514
1051,3150285.67533126
