Id,Prediction
0,4238647.842939339
1,3285289.0515073594
2,2769883.29864705
3,2369093.055853488
4,3543328.192907913
5,4768622.405872415
6,4070485.2061473266
7,2422385.535838206
8,5118366.189382549
9,4444997.167001111
10,4163271.598928002
11,4087223.8315572804
12,5689151.806974407
13,4972961.879509915
14,5260271.169174993
15,3468768.9666489293
16,6078307.407225489
17,2136159.773590756
18,4591099.3346187975
19,2983855.2676813696
20,4734507.207202658
21,5813895.009986195
22,5255133.886827729
23,6187865.97490266
24,5107474.367196273
25,4088373.9360950696
26,4338919.422516456
27,4657345.47583263
28,4460323.602455097
29,5401750.934867069
30,6025145.858603211
31,2280149.46668922
32,2950216.681557191
33,5828844.707969328
34,3988821.546367247
35,4970607.554836912
36,3818405.126282052
37,5044324.853280933
38,4528253.602889167
39,4460603.956313325
40,4216164.4971496165
41,3107380.335219696
42,3339754.27657996
43,6480429.839566858
44,6472783.876555634
45,3150710.8957019467
46,1801474.587601642
47,3103272.725144529
48,4827533.181014786
49,4885386.56699272
50,5032291.0644188365
51,4540426.960506759
52,4621552.1552838115
53,2853602.9762950004
54,3300309.2969053723
55,4973713.116035267
56,5518079.614363268
57,4140929.3471728666
58,5350284.230035418
59,4721707.985369247
60,3800352.4791519246
61,4842037.046571896
62,3067109.265259206
63,4699855.855923162
64,4792710.656870559
65,7043716.801016549
66,4775324.754666772
67,6782370.301867692
68,6099992.597545525
69,4031297.26516703
70,4018913.131598908
71,4175244.6893002437
72,4077728.0255986634
73,3992177.2697863835
74,7473647.175428259
75,4894592.534253904
76,4596028.487546309
77,4293538.929234169
78,4210948.851020816
79,3656620.193636494
80,6784978.358776165
81,5478133.507919716
82,4483223.696636566
83,5421215.465307262
84,7090197.299104337
85,3420298.4733440364
86,5428082.345934487
87,4639963.746338822
88,5519304.13203646
89,4196697.704391487
90,6319262.059564991
91,5059178.012491028
92,4124956.7694073347
93,3738588.4650372257
94,5858820.85862858
95,3925087.059709601
96,3132785.604756764
97,4479872.453235878
98,3288154.481720126
99,4932846.673911415
100,5603153.3593815
101,3632763.861700858
102,4286528.077139685
103,4205951.483434963
104,5781252.129691081
105,2641965.7690882883
106,5106655.646605595
107,5645013.333911832
108,5997823.271831394
109,4055183.6120084715
110,4480108.873438132
111,5523670.297343511
112,5011399.046569092
113,4690749.786081438
114,3035932.3556272225
115,5586886.656579363
116,2242629.474835136
117,3787938.747935289
118,3215749.525038952
119,4696998.48922508
120,5845821.673223653
121,5497689.698873059
122,5086315.353670508
123,6309001.363248841
124,2926908.794725915
125,3057389.2576927166
126,4740534.992011816
127,3801057.142473532
128,4895990.433496332
129,4316126.872885735
130,3076184.7176406668
131,3991132.596707937
132,6467955.41772085
133,2688831.2385964394
134,3367285.8096470586
135,4753630.780325939
136,3785734.545847552
137,4012035.8102332284
138,4804292.452568267
139,3787771.176178146
140,5671973.772641729
141,3048268.279435048
142,5738995.859760609
143,4095863.8981637163
144,4520818.755686706
145,2990806.531503129
146,4452561.161728219
147,4190395.450705842
148,4167152.3972613905
149,4949463.021130688
150,4575018.168549493
151,4358780.710826574
152,6096905.077639866
153,7254618.843232654
154,4382404.631257354
155,5845996.716886151
156,5474821.179913352
